id,topografi,pekerjaan_utama,prop_pln,bhn_bakar_masak,pemukiman_kumuh,pemukiman_bantaran,jml_paud_tk,jml_sd_sederajat,jml_smp_sederajat,jml_sma_sederajat,jml_akademi_pt,jml_rs_rsb,jml_puskesmas_pustu,jml_poli_dokter,jml_bersalin_bidan,jml_poskesdes_polindes,jml_dr_drg,jml_bank,status
PDS-14102,3,1,1.0,2,2,2,0,0,0,0,0,0,0,0,1,0,0,0,DESA
PDS-3893,3,1,1.0,2,2,2,2,4,1,1,0,0,1,0,3,0,0,1,DESA
PDS-2614,3,1,1.0,2,2,0,10,4,0,0,0,0,0,0,1,1,0,0,DESA
PDS-9239,3,1,1.0,2,2,2,2,2,0,0,0,0,0,0,1,1,0,0,DESA
PDS-15250,3,3,1.0,2,2,2,10,4,2,1,0,0,2,0,1,1,0,0,DESA
PDS-22296,1,1,1.0,2,2,0,6,4,1,0,0,0,0,1,1,1,1,0,DESA
PDS-9954,3,4,1.0,2,2,1,8,2,1,0,0,1,0,8,1,1,8,2,DESA
PDS-6936,1,1,1.0,2,2,2,2,2,1,1,0,0,0,0,1,1,0,0,DESA
PDS-1576,3,1,1.0,2,2,2,2,1,0,0,1,0,1,0,1,1,0,0,DESA
PDS-11176,3,1,1.0,5,2,0,2,3,1,0,0,0,1,0,1,1,0,0,DESA
PDS-7989,3,6,1.0,2,2,2,14,6,4,3,0,1,0,0,2,0,0,0,DESA
PDS-24128,3,4,1.0,2,2,2,6,4,2,1,0,0,1,3,2,0,3,2,DESA
PDS-1584,2,1,1.0,2,1,1,18,4,2,1,0,0,1,0,4,0,0,0,DESA
PDS-18283,3,1,1.0,2,2,2,12,4,2,0,0,0,1,1,2,1,1,1,DESA
PDS-1521,3,6,1.0,2,1,0,8,3,0,0,0,0,1,1,1,0,3,0,DESA
PDS-24974,3,1,1.0,2,2,2,4,4,1,0,0,0,1,0,4,0,0,1,DESA
PDS-1618,3,7,1.0,2,2,2,8,3,0,0,0,0,1,0,1,0,0,1,KELURAHAN
PDS-18841,3,4,1.0,2,2,0,8,6,5,5,3,1,1,7,1,0,15,24,KELURAHAN
PDS-10765,3,3,1.0,2,2,2,6,1,0,0,0,0,0,0,1,0,1,1,DESA
PDS-24464,3,1,1.0,2,1,2,4,5,0,0,0,0,0,0,2,0,0,0,DESA
PDS-23126,3,1,1.0,2,2,2,3,2,0,0,0,0,0,0,1,1,0,0,DESA
PDS-12561,3,1,1.0,2,2,0,2,4,0,0,0,0,0,1,2,1,2,0,DESA
PDS-7622,3,1,1.0,2,2,2,6,2,2,2,0,0,0,1,1,1,1,0,DESA
PDS-16779,3,1,1.0,2,2,0,3,1,1,0,0,0,0,0,0,1,0,0,DESA
PDS-5059,3,1,0.9991701244813278,2,2,1,5,3,0,0,0,0,0,0,1,0,0,0,DESA
PDS-11421,3,1,1.0,2,2,2,4,4,0,0,0,0,1,0,1,0,0,0,DESA
PDS-22665,3,4,1.0,2,2,2,14,10,1,1,0,1,1,9,8,1,10,3,KELURAHAN
PDS-20650,3,4,1.0,2,2,1,10,6,5,4,1,0,2,6,5,0,1,2,DESA
PDS-2319,1,1,0.9975093399750934,5,2,2,0,2,1,0,0,0,0,0,1,1,0,0,DESA
PDS-9830,2,1,1.0,2,2,2,4,2,1,1,0,0,1,1,2,0,2,3,DESA
PDS-0406,1,1,1.0,2,2,2,6,5,1,0,0,0,0,0,0,1,0,0,DESA
PDS-0220,3,6,1.0,2,2,2,12,5,3,0,0,1,0,5,1,0,9,9,KELURAHAN
PDS-4124,3,4,1.0,2,2,1,4,4,2,3,0,0,1,4,3,1,2,3,DESA
PDS-21049,1,1,1.0,2,2,2,2,1,0,0,0,0,1,0,1,0,0,0,DESA
PDS-11880,3,1,1.0,2,2,2,12,4,5,1,0,0,2,3,2,0,0,0,DESA
PDS-21280,3,1,1.0,2,2,2,8,2,0,3,0,0,1,0,2,0,3,1,DESA
PDS-8757,3,1,1.0,2,2,2,2,2,0,0,0,0,0,1,0,1,0,0,DESA
PDS-2038,3,1,1.0,2,2,2,6,10,3,3,0,0,0,1,4,1,1,0,DESA
PDS-7948,3,1,1.0,2,2,2,2,2,1,0,0,0,0,0,1,1,1,0,DESA
PDS-1023,3,1,0.9989642672190575,5,1,1,4,6,3,4,0,0,1,0,1,0,1,0,DESA
PDS-7435,3,1,1.0,2,2,2,8,5,2,1,0,0,1,0,1,2,0,0,DESA
PDS-10886,3,1,1.0,2,2,2,2,2,0,0,0,0,1,0,1,1,0,0,DESA
PDS-11703,1,1,1.0,2,2,2,2,2,0,0,0,0,0,0,1,1,0,0,DESA
PDS-0267,3,1,1.0,2,2,2,10,1,3,2,0,0,1,2,5,0,2,0,DESA
PDS-24566,3,1,1.0,2,2,2,2,1,0,0,0,0,0,0,1,2,0,0,DESA
PDS-8862,3,1,1.0,2,2,2,3,4,4,2,1,0,1,0,2,0,0,0,DESA
PDS-3828,3,1,0.9990089197224975,5,2,1,4,2,1,2,0,0,1,0,3,0,0,0,DESA
PDS-24806,3,1,1.0,2,2,2,2,1,0,0,0,0,0,0,0,1,0,0,DESA
PDS-21837,3,3,1.0,2,1,2,4,2,1,0,0,0,0,5,3,1,7,0,DESA
PDS-1352,3,1,1.0,2,2,2,2,1,0,0,0,0,1,2,1,3,0,0,DESA
PDS-18662,3,1,1.0,2,2,2,2,2,1,1,0,0,1,0,2,0,0,0,DESA
PDS-10935,3,1,1.0,2,2,2,4,4,3,1,0,0,1,1,1,1,2,0,KELURAHAN
PDS-22113,3,1,1.0,2,2,2,8,4,1,1,0,0,0,0,2,1,0,0,DESA
PDS-4666,2,1,1.0,2,2,2,5,5,2,1,0,0,1,0,2,0,0,0,DESA
PDS-1264,3,1,1.0,2,2,0,1,3,1,0,2,0,0,0,0,2,0,0,DESA
PDS-17171,3,1,1.0,2,1,2,2,3,0,0,0,0,0,1,3,1,1,0,DESA
PDS-3585,3,1,1.0,2,2,1,4,2,0,0,0,0,0,0,3,1,2,0,DESA
PDS-5525,1,1,1.0,5,2,2,6,3,1,0,0,0,0,0,1,1,0,0,DESA
PDS-7914,3,1,1.0,2,2,2,4,3,1,1,0,0,0,0,1,1,0,0,DESA
PDS-7473,3,1,1.0,2,2,1,4,2,0,0,0,0,0,1,2,1,1,0,DESA
PDS-4724,1,1,1.0,2,2,1,6,3,0,0,0,0,0,0,0,2,0,0,DESA
PDS-17135,3,1,1.0,3,2,0,6,4,1,1,0,0,1,0,5,0,0,0,DESA
PDS-24484,1,1,1.0,5,2,0,2,0,0,0,0,0,0,0,0,0,0,0,DESA
PDS-20184,3,1,1.0,5,2,2,2,1,0,0,0,0,0,1,1,1,1,0,DESA
PDS-4763,3,1,1.0,2,2,2,6,4,0,0,0,0,0,0,1,1,0,0,DESA
PDS-4969,3,1,1.0,2,2,0,12,7,1,0,0,0,1,0,3,0,0,0,DESA
PDS-24457,3,3,1.0,2,1,2,66,12,5,5,0,2,0,6,18,0,70,2,DESA
PDS-15926,3,1,1.0,2,2,2,2,3,0,1,0,0,1,0,2,0,0,4,DESA
PDS-10181,3,1,1.0,2,2,1,4,6,0,0,0,0,0,0,1,1,0,0,DESA
PDS-12308,3,3,1.0,3,2,1,86,10,10,9,1,1,1,12,21,0,47,2,DESA
PDS-12130,3,4,1.0,3,1,0,6,3,1,0,0,0,0,4,2,2,3,3,KELURAHAN
PDS-10846,3,4,1.0,2,2,2,2,7,2,5,1,0,0,5,5,0,1,1,DESA
PDS-3518,3,1,1.0,2,2,2,4,1,1,0,0,0,0,1,0,1,0,0,DESA
PDS-0396,3,4,1.0,3,2,2,8,3,0,0,0,0,0,4,1,2,0,2,KELURAHAN
PDS-3834,3,1,1.0,2,2,2,6,3,0,0,0,0,0,0,0,2,0,0,DESA
PDS-21113,1,1,1.0,2,2,2,8,3,1,0,0,0,1,0,1,1,2,1,DESA
PDS-16250,1,1,1.0,5,2,2,2,2,0,0,0,0,1,0,1,1,0,0,DESA
PDS-4709,3,1,1.0,2,2,2,2,4,1,0,0,0,1,1,1,0,1,0,DESA
PDS-20579,3,1,1.0,2,2,2,2,1,0,0,0,0,0,0,0,1,0,0,DESA
PDS-3308,3,1,1.0,2,2,0,2,1,0,0,0,0,0,0,1,1,0,0,DESA
PDS-6292,1,1,1.0,2,2,2,2,2,0,0,0,0,0,0,0,1,0,0,DESA
PDS-21497,3,3,1.0,2,2,1,12,3,2,1,0,0,0,4,4,1,2,0,DESA
PDS-5441,3,1,0.9400544959128065,2,2,0,0,4,0,0,0,0,1,2,3,0,2,1,DESA
PDS-9261,3,1,1.0,2,2,2,2,2,1,1,0,0,0,0,1,2,0,0,DESA
PDS-11522,3,1,1.0,2,2,2,2,1,0,0,0,0,1,0,0,0,0,0,DESA
PDS-23611,1,1,1.0,2,2,2,2,1,0,0,0,0,0,0,0,0,0,0,DESA
PDS-12394,3,1,1.0,5,2,0,2,2,0,0,0,0,1,0,1,1,0,0,DESA
PDS-23431,3,1,1.0,2,2,2,4,3,1,0,0,0,0,2,3,1,2,1,DESA
PDS-8951,3,1,1.0,2,2,2,2,2,0,0,0,0,1,0,2,1,0,0,DESA
PDS-18741,3,4,1.0,2,2,2,4,2,0,0,0,0,0,2,0,0,0,0,KELURAHAN
PDS-18854,3,6,1.0,2,2,2,2,5,0,0,0,0,0,1,2,1,0,0,DESA
PDS-23924,3,1,1.0,2,2,2,10,3,2,1,0,0,1,0,2,0,0,1,DESA
PDS-16805,3,1,1.0,2,2,2,4,2,0,0,0,0,0,1,0,1,0,0,DESA
PDS-12006,3,1,1.0,2,2,1,16,2,0,0,0,0,2,0,1,1,0,1,KELURAHAN
PDS-19007,3,1,1.0,2,2,1,10,4,3,3,0,0,1,1,7,0,0,0,DESA
PDS-10485,3,1,1.0,2,2,2,13,8,2,1,3,0,1,2,6,0,4,2,KELURAHAN
PDS-5089,3,1,1.0,2,2,0,2,1,1,0,0,0,0,0,2,1,0,0,DESA
PDS-18576,3,1,1.0,2,2,2,2,1,1,1,0,0,0,1,2,1,1,0,DESA
PDS-0896,3,1,1.0,2,2,2,0,4,0,3,0,0,1,2,2,0,3,2,KELURAHAN
PDS-16480,1,1,1.0,2,2,2,2,3,1,1,0,0,0,0,1,1,0,0,DESA
PDS-1226,3,1,1.0,2,2,2,2,2,0,0,0,0,0,0,2,1,0,0,DESA
PDS-11624,1,1,0.9985915492957746,2,2,2,4,3,0,0,0,0,0,0,1,1,0,0,DESA
PDS-6409,3,1,0.9993211133740665,2,2,2,4,3,2,0,0,0,0,0,1,0,0,0,DESA
PDS-11362,3,1,1.0,2,2,2,8,6,2,5,0,0,1,2,2,2,0,1,DESA
PDS-4755,3,6,1.0,2,2,2,8,5,2,3,4,1,0,1,2,1,22,1,KELURAHAN
PDS-15315,3,4,1.0,2,2,0,6,1,1,0,0,0,1,0,2,0,0,0,KELURAHAN
PDS-6956,3,6,1.0,3,2,2,10,2,3,2,1,2,2,6,3,0,3,7,KELURAHAN
PDS-6111,3,1,1.0,2,1,2,2,8,1,0,0,0,1,3,3,1,3,1,DESA
PDS-6762,3,3,1.0,2,1,0,10,9,1,0,0,0,0,7,3,0,4,2,DESA
PDS-12552,1,1,1.0,2,2,2,2,4,1,0,0,0,0,0,3,1,1,0,DESA
PDS-20920,3,1,1.0,2,2,0,2,2,1,0,0,0,0,0,1,1,0,0,DESA
PDS-16935,3,4,1.0,2,1,2,6,5,4,0,0,1,0,6,1,1,7,7,KELURAHAN
PDS-19246,3,1,1.0,5,2,0,2,2,0,0,0,0,0,0,2,2,0,0,DESA
PDS-4861,3,1,1.0,2,2,2,10,4,0,0,0,0,0,1,2,1,0,0,DESA
PDS-10668,3,1,1.0,3,2,1,0,4,2,2,0,0,0,2,1,0,0,0,DESA
PDS-17162,3,3,1.0,2,1,1,12,3,2,2,1,0,0,1,2,1,0,0,DESA
PDS-22166,3,1,1.0,2,2,2,2,2,0,0,0,0,0,3,2,1,1,0,DESA
PDS-6267,3,1,1.0,2,2,2,14,7,4,1,0,0,1,0,1,0,0,0,DESA
PDS-10415,3,1,1.0,2,2,1,4,3,0,0,0,0,0,3,2,1,3,1,DESA
PDS-13443,3,1,1.0,2,2,0,14,2,0,0,0,0,1,0,4,0,0,0,DESA
PDS-3797,3,1,1.0,2,2,2,18,8,1,0,0,0,1,0,1,1,0,1,DESA
PDS-10420,3,1,1.0,2,2,2,6,3,0,0,0,0,0,0,0,1,0,0,DESA
PDS-3905,3,4,1.0,2,1,1,30,13,9,6,0,0,0,4,6,2,8,2,KELURAHAN
PDS-24289,3,1,1.0,2,2,2,8,3,1,1,0,0,0,1,1,0,0,0,DESA
PDS-17607,3,1,1.0,2,2,2,6,3,1,0,0,0,1,0,1,1,0,0,DESA
PDS-9467,2,1,1.0,2,2,2,2,1,0,0,0,0,1,0,1,0,0,0,DESA
PDS-18336,3,1,1.0,2,2,2,0,1,0,0,0,0,0,0,1,1,0,0,DESA
PDS-24162,3,1,1.0,2,2,2,2,2,0,0,0,0,0,2,5,2,0,3,DESA
PDS-12402,3,1,1.0,2,2,2,2,0,0,0,0,0,0,0,1,1,0,0,DESA
PDS-24441,3,1,0.9982593559617058,2,2,2,2,3,0,0,0,0,0,0,1,1,0,1,DESA
PDS-15468,1,1,0.9947780678851175,5,2,2,2,2,0,0,0,0,0,0,1,1,0,0,DESA
PDS-23597,3,1,1.0,5,2,2,2,3,1,0,0,0,1,0,1,2,0,0,DESA
PDS-22208,1,1,1.0,5,2,2,0,1,0,0,0,0,0,0,0,1,0,0,DESA
PDS-16748,3,1,1.0,2,2,0,2,1,1,2,0,0,1,0,2,0,1,1,DESA
PDS-7703,3,1,1.0,2,2,0,6,6,3,1,0,0,0,0,1,1,0,0,DESA
PDS-20583,1,1,1.0,2,2,1,4,3,1,1,0,0,0,0,1,1,0,0,DESA
PDS-11659,3,1,1.0,2,2,0,4,2,1,0,0,0,0,0,2,1,0,0,DESA
PDS-4637,3,1,1.0,2,2,2,2,2,0,4,0,0,1,0,2,0,0,0,DESA
PDS-18143,3,7,1.0,2,2,1,15,6,1,3,0,1,1,1,1,2,6,7,KELURAHAN
PDS-16651,1,1,1.0,5,2,2,8,4,1,0,0,0,1,0,1,1,0,0,DESA
PDS-2789,3,1,1.0,2,2,0,2,3,1,1,0,0,1,0,0,0,1,3,DESA
PDS-6269,3,1,1.0,2,2,2,6,5,1,1,0,0,1,2,2,1,0,0,DESA
PDS-1181,3,6,1.0,2,2,0,12,3,1,4,1,0,1,2,1,2,0,0,DESA
PDS-14686,3,1,0.9910850738665308,2,2,1,6,3,1,0,0,0,0,0,1,0,0,0,DESA
PDS-0062,3,4,1.0,3,2,2,8,4,3,3,0,0,0,2,1,2,2,4,DESA
PDS-12349,3,1,0.9940357852882704,2,2,0,4,2,0,0,0,0,0,1,2,1,0,0,DESA
PDS-12035,3,1,1.0,2,1,2,8,12,4,5,0,0,1,2,4,1,2,0,DESA
PDS-5423,1,4,0.9997331198291967,2,2,1,6,8,4,3,0,0,1,2,9,1,0,4,DESA
PDS-22378,3,3,1.0,2,2,2,2,3,0,0,0,0,0,0,0,1,0,0,DESA
PDS-1460,3,3,1.0,2,1,2,12,6,2,3,0,0,2,1,2,0,1,0,DESA
PDS-11481,3,1,1.0,2,2,0,2,4,1,0,0,0,0,2,1,1,3,0,DESA
PDS-24007,3,1,1.0,2,2,2,4,2,1,1,0,1,1,1,2,1,1,0,DESA
PDS-5359,3,1,1.0,5,2,2,14,7,3,3,0,0,1,1,3,4,2,0,DESA
PDS-25106,3,1,0.9982817869415808,2,2,0,0,2,1,0,0,0,0,1,1,1,0,1,DESA
PDS-15282,3,3,1.0,2,2,0,12,6,2,1,0,0,1,3,4,0,10,1,KELURAHAN
PDS-14724,3,4,1.0,2,1,1,11,2,2,0,0,1,0,11,2,0,3,1,KELURAHAN
PDS-23679,3,1,1.0,2,2,2,4,5,2,2,0,0,0,1,0,2,1,2,DESA
PDS-7337,3,1,1.0,2,2,1,2,3,0,0,0,0,0,0,1,1,0,0,DESA
PDS-10996,3,1,1.0,2,2,2,12,6,5,5,0,0,0,0,0,1,0,0,DESA
PDS-0453,3,1,1.0,2,2,0,10,6,3,0,0,0,1,0,0,0,0,0,DESA
PDS-12844,3,1,1.0,2,2,2,4,3,1,0,0,0,1,0,1,0,1,0,DESA
PDS-22006,3,1,1.0,2,2,0,3,6,1,1,0,0,1,3,3,0,1,0,DESA
PDS-9779,3,1,0.9990842490842491,2,2,0,2,3,0,0,0,0,0,0,1,1,0,0,DESA
PDS-1396,3,1,1.0,2,2,2,4,5,1,0,0,0,0,2,3,0,1,0,DESA
PDS-10027,3,1,0.9954545454545455,2,2,2,0,0,0,0,0,0,0,0,0,1,0,0,DESA
PDS-24755,3,1,1.0,5,2,2,2,2,0,0,0,0,0,0,0,0,0,0,DESA
PDS-3890,3,1,1.0,2,2,2,8,5,1,1,0,0,0,1,2,1,2,0,DESA
PDS-10867,1,1,1.0,2,2,2,4,3,1,0,0,0,1,0,0,1,0,0,DESA
PDS-20843,3,1,1.0,2,2,2,2,1,0,0,0,0,1,0,1,1,0,0,DESA
PDS-0597,3,1,0.7682119205298014,2,2,2,2,4,3,2,0,0,0,0,1,0,0,0,DESA
PDS-5621,3,6,1.0,2,2,2,7,2,0,0,0,0,0,0,1,1,2,0,KELURAHAN
PDS-14858,1,1,1.0,2,2,2,2,1,0,0,0,0,0,0,1,2,0,0,DESA
PDS-24540,2,1,1.0,3,1,2,6,4,1,0,0,0,0,1,2,1,2,0,DESA
PDS-19775,1,1,1.0,2,2,2,8,3,0,0,0,0,0,0,1,0,0,0,DESA
PDS-11056,1,1,1.0,2,2,2,4,2,0,0,0,0,0,0,1,0,0,0,DESA
PDS-19576,3,1,1.0,2,2,2,2,3,0,0,0,0,0,0,1,1,0,0,DESA
PDS-5640,1,1,1.0,2,2,2,2,5,0,0,0,0,1,1,1,0,1,0,DESA
PDS-4850,3,1,1.0,2,2,1,18,9,2,2,0,0,0,1,5,1,1,0,DESA
PDS-3300,1,1,1.0,2,2,2,2,3,1,0,1,0,0,0,1,1,0,0,DESA
PDS-0065,3,1,0.7818853974121996,2,2,2,12,5,1,2,0,0,1,1,1,1,1,0,DESA
PDS-12355,1,1,1.0,2,2,2,7,4,1,0,0,0,0,0,2,2,0,0,DESA
PDS-18066,3,1,0.9994134897360704,2,2,2,4,2,0,2,0,0,0,1,1,1,0,1,DESA
PDS-3033,3,1,1.0,2,2,2,2,5,0,0,0,0,1,0,1,1,0,0,DESA
PDS-24361,1,1,1.0,2,2,2,2,2,0,0,0,0,0,0,1,1,0,0,DESA
PDS-2095,3,1,1.0,2,2,2,4,2,1,1,0,0,1,2,2,2,1,0,DESA
PDS-23910,3,1,1.0,2,2,2,2,4,0,0,0,0,0,0,6,0,0,0,DESA
PDS-19740,3,1,1.0,2,2,2,2,1,0,0,0,0,0,0,0,1,0,0,DESA
PDS-15239,3,1,1.0,5,2,0,4,2,0,0,0,0,0,1,1,1,0,0,DESA
PDS-19782,3,1,1.0,2,2,2,4,4,2,4,0,0,1,1,3,0,0,0,DESA
PDS-3857,3,1,1.0,2,2,2,6,1,0,0,0,0,1,3,3,0,3,2,DESA
PDS-4460,3,1,1.0,5,2,2,10,1,1,0,0,0,1,0,0,0,0,0,DESA
PDS-6602,3,1,1.0,2,2,2,2,1,0,0,0,0,0,0,1,0,0,0,DESA
PDS-10224,1,1,1.0,2,2,2,2,6,2,0,0,0,1,0,1,0,0,0,DESA
PDS-15075,1,1,1.0,5,1,2,2,3,1,0,0,0,1,0,2,1,0,1,DESA
PDS-14691,3,7,1.0,2,2,2,2,2,0,0,0,0,1,0,1,0,1,2,DESA
PDS-1830,3,1,1.0,2,2,2,4,3,1,0,0,0,1,0,1,0,0,0,DESA
PDS-12069,3,4,1.0,2,2,2,8,2,1,1,0,0,1,2,1,0,3,2,DESA
PDS-21215,3,1,1.0,2,2,2,2,1,0,0,0,0,0,0,1,1,0,0,DESA
PDS-22267,3,1,1.0,2,2,2,4,2,2,1,0,0,1,0,0,0,2,0,DESA
PDS-5839,3,1,0.9996880848409233,2,2,2,8,4,2,3,0,0,1,2,3,0,0,0,DESA
PDS-15941,3,3,1.0,2,2,1,18,14,6,4,0,0,1,8,12,0,3,1,DESA
PDS-1485,3,4,1.0,2,2,1,4,6,0,0,0,0,0,0,1,0,2,0,DESA
PDS-6089,3,3,1.0,2,1,2,10,7,2,2,0,0,0,1,5,1,0,1,DESA
PDS-6912,1,1,1.0,2,2,2,6,3,3,3,0,0,1,0,3,0,0,0,DESA
PDS-14187,1,1,1.0,2,2,2,0,1,0,0,0,0,0,0,0,1,0,0,DESA
PDS-21132,3,1,1.0,2,2,1,6,4,1,2,1,0,0,0,3,0,0,0,DESA
PDS-16788,1,4,1.0,2,2,2,2,5,2,0,0,0,1,3,5,0,1,4,DESA
PDS-3648,1,1,1.0,5,2,0,4,3,1,1,0,0,1,0,1,1,0,0,DESA
PDS-4930,3,6,1.0,3,2,2,9,13,4,4,1,0,1,6,10,0,4,10,KELURAHAN
PDS-17602,1,1,1.0,2,2,2,4,2,0,0,0,0,0,0,1,0,0,0,DESA
PDS-18108,1,1,0.6312292358803987,5,2,2,4,5,1,0,0,0,0,0,1,1,0,0,DESA
PDS-7345,1,1,1.0,2,2,1,6,3,1,1,0,0,0,0,0,1,0,0,DESA
PDS-10111,3,1,1.0,2,2,0,6,3,0,0,0,0,0,0,1,1,0,0,DESA
PDS-3832,3,1,1.0,2,2,2,2,2,0,0,0,0,1,0,1,0,0,0,DESA
PDS-17488,3,1,1.0,2,2,2,8,5,5,8,0,0,3,0,3,0,0,1,DESA
PDS-13338,3,1,1.0,2,2,2,4,10,4,2,0,0,1,0,2,1,0,0,DESA
PDS-11727,3,1,1.0,2,2,0,4,2,2,2,0,0,0,0,0,1,0,0,DESA
PDS-18081,3,1,1.0,3,2,2,14,7,3,2,0,2,1,5,5,0,14,5,DESA
PDS-10441,1,1,1.0,2,2,0,10,4,1,1,0,0,0,0,4,1,0,0,DESA
PDS-9617,3,1,1.0,3,2,2,2,2,1,0,0,0,0,0,1,2,0,0,DESA
PDS-6691,3,1,1.0,2,2,2,2,1,1,0,0,0,1,0,1,2,0,0,DESA
PDS-7056,3,1,0.8796992481203008,2,2,1,4,4,1,0,0,0,0,0,2,3,0,0,DESA
PDS-20098,3,1,1.0,2,2,2,0,1,0,0,0,0,0,0,0,0,0,0,DESA
PDS-15268,1,1,1.0,2,2,0,2,1,0,0,0,0,1,0,1,0,0,0,DESA
PDS-8661,3,1,1.0,2,2,2,8,6,3,2,0,0,1,1,3,1,0,1,DESA
PDS-0028,1,1,1.0,2,2,2,10,4,1,0,0,0,1,0,0,0,0,0,DESA
PDS-11286,3,2,1.0,2,2,0,2,1,0,0,0,0,0,0,1,0,1,0,DESA
PDS-10968,3,1,1.0,2,2,2,10,4,1,0,0,0,1,0,1,0,0,0,DESA
PDS-4148,1,3,1.0,2,2,2,6,3,1,0,0,0,0,0,2,2,0,0,DESA
PDS-0806,1,1,1.0,2,2,1,4,6,1,0,0,0,0,0,1,1,0,0,DESA
PDS-19970,3,1,1.0,2,2,2,4,2,0,0,0,0,1,0,0,1,0,0,DESA
PDS-14484,3,3,1.0,2,2,1,2,2,0,0,0,0,1,0,2,2,0,0,DESA
PDS-11885,3,1,1.0,2,2,0,2,1,0,0,0,0,0,0,1,1,0,2,DESA
PDS-11770,3,1,1.0,2,2,0,2,2,0,0,0,0,0,0,0,1,0,0,DESA
PDS-20003,1,1,1.0,2,2,2,4,6,3,0,0,0,1,1,0,2,0,0,DESA
PDS-11429,3,1,1.0,2,2,2,2,3,1,0,0,0,0,0,2,1,0,0,DESA
PDS-9336,1,1,1.0,2,2,2,6,3,0,0,0,0,0,0,1,1,0,0,DESA
PDS-19409,1,4,1.0,2,2,2,2,2,2,1,0,0,0,0,1,1,2,0,KELURAHAN
PDS-17744,3,1,1.0,2,2,2,4,3,0,0,0,0,1,0,2,1,0,0,DESA
PDS-22914,1,1,1.0,2,2,2,10,5,2,0,0,0,0,0,0,1,0,0,DESA
PDS-11101,3,1,1.0,2,2,0,6,3,0,0,0,0,0,1,1,1,1,0,DESA
PDS-12830,3,1,1.0,2,2,2,4,5,1,2,0,0,0,0,1,0,0,0,DESA
PDS-11763,1,1,1.0,2,2,1,2,2,0,0,0,0,0,0,1,1,0,0,DESA
PDS-24565,2,1,1.0,2,2,2,20,5,0,0,0,0,1,0,4,0,0,0,DESA
PDS-23027,3,1,1.0,2,1,2,12,4,1,1,0,0,1,0,2,1,0,0,DESA
PDS-0986,3,1,1.0,2,2,2,2,2,2,1,0,0,2,0,3,2,0,0,DESA
PDS-13556,3,6,1.0,2,2,2,10,2,0,0,0,0,0,0,2,1,0,0,DESA
PDS-20840,3,4,1.0,2,2,2,8,3,1,1,0,1,1,2,2,1,1,2,DESA
PDS-6584,3,1,1.0,2,2,2,6,2,1,2,0,0,1,0,2,0,0,0,KELURAHAN
PDS-21236,3,6,1.0,3,2,0,20,19,4,12,0,2,1,27,16,0,5,6,KELURAHAN
PDS-0926,3,1,1.0,3,2,2,6,4,2,1,0,0,1,0,1,0,0,0,DESA
PDS-15190,3,3,1.0,2,2,0,10,3,0,0,0,0,0,1,0,0,0,0,DESA
PDS-1004,3,1,1.0,2,2,2,6,5,1,0,0,0,1,3,1,1,4,0,DESA
PDS-19659,3,4,1.0,2,2,0,4,1,0,0,0,0,0,0,1,1,0,0,DESA
PDS-8036,3,3,1.0,2,1,2,8,3,1,1,0,0,0,2,1,1,0,0,DESA
PDS-9641,3,1,1.0,2,2,0,0,2,0,0,0,0,1,0,1,1,0,0,DESA
PDS-22357,1,1,1.0,5,2,2,2,3,0,0,0,0,0,0,1,2,0,0,DESA
PDS-22031,3,1,1.0,2,2,2,2,2,1,1,0,0,1,0,1,1,0,0,DESA
PDS-19265,3,3,1.0,2,2,2,2,2,1,0,0,0,0,0,2,1,0,1,DESA
PDS-15622,1,1,1.0,2,2,2,8,4,1,0,0,0,0,0,1,0,0,0,DESA
PDS-16279,1,1,1.0,2,2,2,2,3,1,0,0,0,1,0,1,0,1,1,DESA
PDS-21144,1,1,1.0,3,2,2,8,3,1,0,0,0,1,0,5,1,3,0,DESA
PDS-5350,3,1,1.0,2,2,0,6,3,1,0,0,0,0,0,1,1,0,0,DESA
PDS-20408,3,1,1.0,2,2,2,2,2,0,0,0,0,0,0,0,1,0,0,DESA
PDS-13708,1,1,1.0,2,2,2,0,3,0,0,0,0,0,0,1,1,0,0,DESA
PDS-11905,3,1,0.9996521739130435,2,2,1,10,7,3,2,0,0,1,1,4,0,2,0,DESA
PDS-20463,3,1,1.0,2,2,2,6,3,1,0,0,0,1,0,1,2,0,0,DESA
PDS-18482,3,1,1.0,2,2,2,2,2,0,1,0,0,1,0,4,2,2,0,DESA
PDS-2799,3,3,1.0,2,2,2,4,1,1,0,0,0,0,0,0,0,1,0,KELURAHAN
PDS-3455,3,1,0.9994496422674739,2,2,2,6,3,1,1,0,0,0,0,2,0,0,0,DESA
PDS-23540,3,3,1.0,2,1,2,2,2,0,0,0,0,0,0,1,1,0,0,DESA
PDS-11064,3,6,1.0,2,2,0,2,1,0,0,0,0,0,3,0,1,3,0,KELURAHAN
PDS-19448,3,3,1.0,2,2,2,12,3,4,2,0,0,1,0,2,1,0,0,KELURAHAN
PDS-24129,1,1,1.0,5,2,2,10,6,1,0,0,1,0,0,1,3,0,0,DESA
PDS-10754,3,1,1.0,2,2,0,2,1,0,0,0,0,0,0,1,2,2,0,DESA
PDS-5596,3,1,1.0,2,2,1,2,2,0,1,0,0,1,1,1,1,0,0,DESA
PDS-9640,1,1,1.0,2,2,2,0,2,0,0,0,0,1,0,1,1,0,0,DESA
