id,topografi,pekerjaan_utama,prop_pln,bhn_bakar_masak,pemukiman_kumuh,pemukiman_bantaran,jml_paud_tk,jml_sd_sederajat,jml_smp_sederajat,jml_sma_sederajat,jml_akademi_pt,jml_rs_rsb,jml_puskesmas_pustu,jml_poli_dokter,jml_bersalin_bidan,jml_poskesdes_polindes,jml_dr_drg,jml_bank
PDS-11939,3,1,1.0,5,2,2,4,2,1,1,0,0,0,0,1,1,0,0
PDS-11940,1,1,1.0,2,2,2,2,1,1,0,0,0,1,0,0,0,0,0
PDS-11945,3,1,1.0,2,2,2,10,4,0,0,0,0,0,3,5,1,1,4
PDS-11949,1,1,1.0,2,2,2,6,2,1,0,0,0,0,0,1,1,0,0
PDS-11950,3,1,1.0,2,2,2,4,5,1,0,0,0,1,0,2,0,1,0
PDS-11951,1,1,1.0,3,2,2,8,2,1,0,0,0,0,0,2,1,0,0
PDS-11952,3,1,1.0,2,2,2,4,2,1,0,0,0,0,0,2,1,0,0
PDS-11955,1,1,1.0,2,2,1,2,3,2,1,0,0,1,2,1,1,3,2
PDS-11957,3,1,1.0,3,2,2,4,3,2,0,0,0,0,0,1,0,0,0
PDS-11965,1,1,1.0,5,2,2,2,3,1,0,0,0,1,0,1,1,0,0
PDS-11970,3,1,1.0,2,2,0,0,4,1,1,0,0,1,0,1,2,0,0
PDS-11971,3,3,1.0,2,2,2,18,8,2,0,0,0,0,1,3,0,0,0
PDS-11972,3,1,1.0,2,2,2,4,3,0,0,0,0,1,1,1,1,1,0
PDS-11990,3,1,1.0,2,2,1,0,5,2,2,0,0,1,0,1,1,0,2
PDS-11993,3,7,1.0,2,2,2,4,4,0,0,0,0,1,2,4,2,5,0
PDS-11997,3,1,0.9953314659197012,3,2,1,2,4,1,0,0,0,0,0,2,0,0,0
PDS-12000,3,1,1.0,2,2,2,2,1,0,0,0,0,1,0,0,0,0,0
PDS-12002,3,1,0.9720558882235529,2,2,1,2,1,1,0,0,0,1,0,1,1,0,0
PDS-12004,3,4,1.0,2,2,2,14,2,1,0,0,0,0,4,7,0,2,1
PDS-12014,3,1,1.0,2,2,2,6,4,0,0,0,0,0,0,2,1,0,0
PDS-12016,3,1,1.0,3,2,2,8,3,1,0,0,0,0,0,3,2,0,0
PDS-12022,3,1,1.0,2,2,2,0,2,2,2,0,0,0,2,1,1,2,4
PDS-12032,1,1,1.0,5,2,2,2,1,0,0,0,0,0,0,0,1,0,0
PDS-12040,3,1,1.0,2,2,0,2,1,1,0,0,0,0,0,3,1,0,0
PDS-12041,3,1,1.0,2,2,0,2,1,0,0,0,0,0,0,1,2,0,0
PDS-12044,3,1,1.0,2,2,2,10,8,3,2,0,0,1,1,1,1,0,0
PDS-12046,3,1,1.0,2,2,1,2,1,0,1,0,0,0,0,2,1,1,1
PDS-12047,3,1,1.0,3,2,2,2,2,1,0,0,1,0,2,4,0,7,3
PDS-12049,3,1,1.0,2,2,2,4,6,1,2,0,0,1,3,1,0,2,2
PDS-12058,3,1,1.0,2,2,2,6,2,1,1,0,0,1,0,4,1,0,0
PDS-12068,3,1,1.0,2,2,0,4,4,1,0,0,0,0,0,2,1,1,0
PDS-12076,1,1,1.0,2,2,2,2,2,1,0,0,0,0,0,1,1,0,0
PDS-12081,3,1,1.0,2,2,2,4,2,0,0,0,0,0,0,2,2,0,0
PDS-12088,3,3,1.0,2,2,0,4,4,1,1,0,1,2,8,4,0,8,0
PDS-12090,1,1,1.0,5,2,2,4,5,1,0,0,0,1,0,1,0,0,0
PDS-12092,3,1,1.0,2,2,2,8,3,1,1,1,0,0,3,1,2,4,1
PDS-12097,3,4,1.0,2,2,2,4,2,0,1,0,0,0,7,2,1,10,0
PDS-12101,3,3,1.0,2,1,2,2,2,1,0,0,0,0,2,1,1,1,0
PDS-12110,3,1,1.0,2,2,1,4,2,1,2,0,0,0,0,1,1,0,0
PDS-12113,3,1,1.0,2,1,2,2,2,0,1,0,0,0,0,1,1,0,0
PDS-12116,3,1,1.0,2,2,2,2,2,1,1,0,0,0,0,1,1,0,0
PDS-12128,3,1,1.0,2,2,2,0,4,0,0,0,0,0,0,1,1,0,0
PDS-12131,3,1,1.0,2,2,0,2,1,2,0,0,0,0,0,0,1,0,0
PDS-12133,1,1,1.0,2,2,2,4,4,0,0,0,0,1,1,2,1,1,0
PDS-12145,3,1,1.0,2,2,0,0,1,1,0,0,0,1,0,2,0,0,0
PDS-12146,3,1,1.0,2,2,2,0,2,1,1,0,1,1,3,4,1,0,0
PDS-12150,3,1,1.0,2,2,2,4,4,0,0,0,0,0,0,3,0,0,0
PDS-12151,3,1,1.0,2,2,2,4,2,0,0,0,0,1,0,2,0,0,1
PDS-12156,3,1,1.0,2,2,2,4,1,0,0,0,0,0,2,0,1,2,0
PDS-12159,3,1,1.0,2,1,1,10,4,1,0,0,0,1,2,2,0,0,0
PDS-12162,3,3,1.0,3,2,2,2,6,2,4,0,2,0,7,1,1,5,3
PDS-12169,3,4,1.0,2,2,2,8,4,0,0,1,0,2,2,0,0,3,1
PDS-12174,3,1,1.0,2,2,0,6,2,0,0,0,0,0,0,2,1,0,0
PDS-12175,3,1,1.0,2,2,2,4,3,1,1,0,0,0,1,1,1,1,0
PDS-12176,3,1,1.0,2,2,2,4,3,1,0,0,0,1,0,0,0,0,1
PDS-12179,1,1,1.0,2,2,0,2,2,0,0,0,0,1,0,2,1,0,0
PDS-12181,3,3,1.0,3,1,1,10,6,4,8,2,0,0,6,0,1,15,1
PDS-12183,3,1,1.0,2,2,2,0,2,0,0,0,0,0,0,0,1,0,1
PDS-12184,3,1,1.0,2,2,2,0,1,0,0,0,0,1,0,0,0,0,0
PDS-12186,3,1,0.8443579766536965,2,2,1,6,9,1,0,0,0,1,2,3,0,1,0
PDS-12193,1,1,1.0,2,2,1,14,5,1,1,0,0,1,2,1,2,0,0
PDS-12198,3,1,1.0,2,1,1,4,2,0,0,0,0,0,0,2,1,0,0
PDS-12200,1,1,0.9951737451737451,5,2,2,10,6,1,0,0,0,1,1,1,1,0,0
PDS-12202,3,1,1.0,2,2,1,4,2,1,0,0,0,0,1,2,1,0,0
PDS-12207,3,1,1.0,2,2,2,10,3,3,1,0,0,0,4,2,1,6,9
PDS-12208,3,3,1.0,3,2,2,4,2,1,1,0,0,1,1,1,1,0,0
PDS-12209,3,1,1.0,2,2,0,4,3,0,0,0,0,0,0,1,1,0,0
PDS-12220,3,1,1.0,5,2,2,4,3,1,1,0,0,1,1,0,1,1,1
PDS-12227,3,1,1.0,2,1,2,10,3,2,1,0,0,1,0,3,0,0,0
PDS-12233,3,6,1.0,2,2,2,6,5,1,7,5,2,0,9,3,0,1,1
PDS-12235,3,1,1.0,2,2,2,8,3,1,0,0,0,0,0,2,1,0,0
PDS-12237,3,1,1.0,2,2,0,0,1,0,0,0,0,0,0,1,1,0,0
PDS-12238,3,1,1.0,2,2,2,2,2,0,0,0,0,0,0,1,1,1,0
PDS-12250,3,1,1.0,2,2,2,2,1,0,0,0,0,0,0,1,1,0,0
PDS-12252,3,3,1.0,2,2,2,4,5,4,3,0,0,1,0,1,2,0,1
PDS-12254,3,1,1.0,2,2,2,2,3,2,0,0,0,0,2,2,1,1,0
PDS-12255,3,3,1.0,2,1,1,2,5,1,2,0,0,0,6,5,1,4,2
PDS-12259,3,1,1.0,5,2,2,0,2,0,0,0,0,0,0,1,2,0,0
PDS-12261,3,4,0.9996200607902735,2,2,2,9,4,1,0,0,0,1,2,4,0,4,1
PDS-12266,3,1,1.0,2,2,2,2,1,0,0,0,0,0,0,1,2,0,0
PDS-12276,1,7,1.0,2,1,1,12,7,5,3,0,0,0,5,2,0,3,0
PDS-12279,2,1,1.0,2,2,2,0,3,1,0,0,0,1,0,1,1,0,0
PDS-12290,3,1,1.0,2,2,2,2,1,1,0,0,0,0,0,1,1,0,0
PDS-12298,3,1,1.0,2,2,2,2,2,0,0,0,0,0,0,1,1,0,0
PDS-12299,3,1,1.0,2,2,2,6,4,1,1,0,0,0,0,0,0,0,0
PDS-12307,3,6,1.0,3,2,2,16,18,11,9,1,1,1,40,4,0,36,62
PDS-12313,3,1,1.0,2,2,2,2,5,2,1,0,0,0,0,1,1,0,0
PDS-12317,3,1,1.0,2,2,2,8,5,3,1,0,0,0,0,2,1,0,0
PDS-12324,3,4,1.0,2,2,2,16,12,5,3,0,1,1,6,3,0,9,5
PDS-12328,3,1,1.0,2,2,1,10,2,1,0,0,0,1,0,2,0,0,0
PDS-12329,1,1,1.0,2,2,2,10,4,1,0,0,0,1,0,1,0,0,0
PDS-12330,3,1,1.0,2,2,1,2,4,0,0,0,0,0,0,1,1,0,0
PDS-12331,3,3,1.0,2,2,2,2,2,0,0,0,0,0,2,1,1,0,0
PDS-12337,3,1,1.0,2,2,1,4,3,1,0,0,0,2,0,0,1,0,0
PDS-12338,3,1,1.0,2,2,2,4,3,3,4,0,0,0,0,2,1,0,0
PDS-12339,3,1,1.0,2,2,2,4,2,0,0,0,0,0,0,1,1,0,0
PDS-12343,3,1,1.0,2,2,2,4,6,1,0,0,0,0,1,1,1,1,0
PDS-12346,3,7,1.0,2,1,1,11,4,1,3,0,0,1,3,1,0,2,0
PDS-12356,3,1,1.0,2,2,2,6,3,2,2,0,0,1,1,1,1,2,0
PDS-12357,3,6,1.0,2,1,2,10,4,4,2,1,0,1,9,0,0,4,3
PDS-12361,3,6,1.0,2,2,1,12,4,3,6,0,0,1,9,0,0,5,8
PDS-12374,3,3,1.0,2,1,2,4,2,2,3,0,0,0,0,1,0,0,0
PDS-12381,3,1,1.0,2,2,1,6,3,1,1,0,0,0,1,2,1,2,0
PDS-12384,1,1,1.0,2,2,2,2,2,0,0,0,0,0,0,2,1,0,0
PDS-12392,3,1,1.0,2,1,2,0,3,0,0,0,0,1,0,1,2,0,0
PDS-12395,3,1,1.0,2,1,2,2,1,0,0,0,0,1,0,0,0,0,0
PDS-12412,3,1,1.0,2,2,0,8,3,0,0,0,0,0,0,3,1,0,0
PDS-12414,1,1,1.0,2,2,1,2,2,0,0,0,0,1,0,1,1,0,1
PDS-12416,3,1,1.0,2,2,2,2,3,0,0,0,0,0,0,1,2,0,0
PDS-12419,3,1,1.0,2,2,0,10,4,0,0,0,0,1,0,0,0,0,1
PDS-12425,3,1,1.0,5,2,1,9,5,2,1,0,0,1,0,2,1,0,0
PDS-12449,3,3,1.0,2,2,2,10,10,5,4,0,0,0,8,6,0,3,1
PDS-12450,3,1,1.0,2,2,0,2,2,1,1,0,0,0,1,1,1,0,0
PDS-12453,3,7,1.0,2,1,1,4,4,0,0,0,0,1,5,7,2,3,1
PDS-12454,3,1,1.0,2,2,0,2,2,1,0,0,0,1,0,1,1,1,0
PDS-12465,1,1,1.0,2,2,2,4,4,1,1,0,0,1,1,1,1,2,0
PDS-12467,3,1,1.0,2,2,2,6,4,1,0,0,0,1,0,4,0,0,0
PDS-12469,3,4,1.0,2,2,2,2,1,0,0,0,0,0,0,1,1,0,0
PDS-12474,1,1,1.0,2,2,1,2,4,1,0,0,0,0,4,1,0,0,0
PDS-12475,3,1,1.0,2,2,2,0,1,0,0,0,0,0,0,1,0,0,1
PDS-12486,1,1,1.0,2,1,0,8,4,2,0,0,0,1,0,2,1,0,0
PDS-12498,3,1,1.0,2,2,2,2,5,4,4,0,0,1,5,1,0,3,4
PDS-12501,3,1,1.0,2,2,2,2,2,0,0,0,0,0,2,2,0,2,1
PDS-12503,1,1,1.0,2,2,2,10,3,1,0,0,0,1,0,4,0,0,0
PDS-12505,3,1,1.0,2,2,2,2,2,0,0,0,0,0,0,1,2,0,0
PDS-12509,3,1,0.7126436781609196,5,2,0,2,3,1,1,0,0,0,0,0,2,0,0
PDS-12513,3,6,1.0,3,1,2,18,3,2,1,0,0,1,0,3,0,0,0
PDS-12534,3,1,1.0,2,2,0,4,2,1,2,0,0,1,0,1,1,0,1
PDS-12542,3,1,1.0,2,2,2,2,5,0,0,0,0,0,0,2,2,0,0
PDS-12577,3,1,1.0,3,2,2,0,5,1,1,0,0,1,0,1,2,0,0
PDS-12583,3,1,1.0,2,2,0,12,6,2,0,0,0,1,0,1,1,0,0
PDS-12584,3,1,1.0,2,2,2,4,4,1,0,0,0,1,0,1,2,0,0
PDS-12589,3,1,1.0,2,2,2,2,2,0,0,0,0,0,0,1,1,0,0
PDS-12593,1,1,1.0,2,2,2,2,1,1,0,0,0,2,2,1,1,1,1
PDS-12596,3,1,1.0,2,2,2,2,2,1,0,0,0,1,0,1,0,0,0
PDS-12601,3,4,1.0,2,2,0,34,7,3,3,2,0,2,6,4,0,5,1
PDS-12603,2,1,0.989841986455982,2,2,0,6,2,2,0,0,0,0,1,1,0,1,0
PDS-12606,1,1,0.8295918367346938,2,2,1,0,5,1,1,0,0,1,0,2,0,0,0
PDS-12608,3,1,1.0,2,2,0,2,2,0,0,0,0,0,0,1,1,0,0
PDS-12612,3,6,1.0,1,1,0,12,3,2,1,0,0,1,7,2,1,19,9
PDS-12626,1,1,1.0,2,2,2,2,2,1,0,0,0,0,0,1,1,0,0
PDS-12639,3,1,1.0,2,2,2,3,2,1,0,0,0,0,0,1,1,0,0
PDS-12641,3,1,1.0,2,2,2,8,3,1,0,0,0,1,1,2,0,0,2
PDS-12642,3,1,1.0,5,2,0,4,1,0,0,0,0,0,0,1,2,0,0
PDS-12648,3,1,1.0,2,2,0,4,3,2,1,0,0,0,2,0,1,0,0
PDS-12652,3,1,1.0,2,2,0,4,3,0,7,0,0,0,2,5,0,2,1
PDS-12653,3,1,1.0,2,2,2,18,6,1,1,0,0,0,0,1,1,0,0
PDS-12667,1,1,1.0,2,2,2,4,4,1,0,0,0,1,0,2,0,0,0
PDS-12677,3,3,1.0,2,1,2,6,3,2,4,0,0,0,4,4,2,2,0
PDS-12678,3,1,1.0,2,2,2,6,5,1,0,0,0,0,2,1,1,3,1
PDS-12683,3,1,1.0,2,2,2,4,7,5,5,0,0,0,4,1,0,3,3
PDS-12686,3,1,0.9988038277511961,2,2,2,4,2,0,0,0,0,0,0,1,1,0,0
PDS-12687,3,1,1.0,2,1,1,12,5,2,0,0,0,1,0,1,0,0,0
PDS-12689,3,1,1.0,5,2,1,2,4,2,0,0,0,1,0,2,0,2,0
PDS-12694,3,3,1.0,2,2,1,10,4,3,4,0,0,1,1,1,1,2,1
PDS-12708,3,1,1.0,2,2,2,8,2,0,0,0,0,1,0,1,0,0,0
PDS-12714,3,1,0.0,2,2,0,6,11,5,4,0,0,0,0,3,4,0,1
PDS-12719,3,1,0.9958041958041958,2,2,2,2,1,0,0,0,0,0,0,1,1,0,0
PDS-12722,3,1,1.0,2,2,2,4,2,0,0,0,0,1,0,0,0,0,0
PDS-12723,1,1,1.0,5,2,2,0,2,1,0,0,0,0,0,1,1,0,0
PDS-12729,3,6,1.0,2,2,1,24,4,0,0,0,1,0,2,6,1,6,5
PDS-12733,1,1,1.0,2,2,2,2,3,0,0,0,0,0,0,1,1,0,0
PDS-12738,3,1,1.0,2,2,2,2,5,2,1,0,0,1,0,4,1,0,0
PDS-12743,3,1,1.0,2,2,2,4,4,0,0,0,0,1,0,1,0,0,0
PDS-12744,3,3,1.0,2,2,2,4,5,2,3,0,0,0,2,3,1,2,1
PDS-12758,3,1,1.0,2,2,2,2,3,1,0,0,0,0,0,2,1,0,0
PDS-12764,3,4,1.0,2,1,2,14,6,1,2,0,0,0,1,4,1,1,1
PDS-12766,3,1,1.0,2,2,2,6,7,4,3,0,0,1,2,1,0,1,0
PDS-12769,3,3,1.0,2,1,2,6,7,1,0,0,0,1,6,1,0,4,0
PDS-12772,3,1,1.0,2,1,2,12,9,1,3,0,0,2,7,6,2,4,3
PDS-12773,3,1,1.0,2,2,2,6,2,0,0,0,0,0,0,1,1,0,0
PDS-12774,1,1,1.0,5,2,2,2,2,0,0,0,0,0,0,1,1,0,0
PDS-12776,3,1,1.0,2,2,2,2,2,1,0,0,0,0,0,1,1,0,0
PDS-12783,3,1,1.0,2,1,1,2,1,0,0,0,0,0,0,1,0,0,0
PDS-12791,1,1,1.0,5,2,2,4,4,4,1,0,0,1,0,1,1,0,0
PDS-12804,3,1,1.0,2,2,2,6,4,5,5,0,0,2,1,1,0,1,2
PDS-12809,3,1,1.0,2,2,2,10,4,1,0,0,0,0,2,1,0,1,2
PDS-12813,3,4,1.0,2,1,1,6,10,1,3,3,0,1,1,2,1,3,3
PDS-12817,3,1,1.0,2,2,2,4,2,0,0,0,0,0,0,1,2,0,0
PDS-12820,3,1,1.0,2,2,2,4,1,0,0,0,0,0,0,0,1,0,0
PDS-12821,3,3,1.0,2,2,2,6,3,1,1,1,1,2,1,2,0,4,1
PDS-12829,3,6,1.0,2,2,2,4,9,2,5,0,0,1,5,5,1,20,4
PDS-12836,3,1,1.0,2,2,0,0,2,0,0,0,0,1,2,0,0,1,0
PDS-12840,1,1,1.0,2,2,2,2,2,0,0,0,0,0,0,1,2,0,0
PDS-12852,3,3,1.0,2,2,2,2,1,0,0,0,0,0,0,1,2,0,0
PDS-12853,2,1,1.0,2,2,2,2,1,1,0,0,0,0,0,1,1,0,0
PDS-12856,3,1,1.0,2,2,0,4,3,0,0,0,0,0,0,2,1,0,0
PDS-12858,1,1,1.0,2,2,2,4,2,2,0,0,0,0,1,0,0,3,1
PDS-12867,1,1,1.0,2,2,1,8,5,1,1,0,0,1,3,2,0,1,0
PDS-12868,3,1,1.0,2,2,1,4,2,1,0,0,0,1,0,1,2,0,0
PDS-12870,3,1,1.0,2,2,0,2,1,0,0,0,0,0,0,0,1,0,0
PDS-12872,1,1,0.999770009199632,5,2,2,46,7,1,2,0,0,0,2,1,0,0,0
PDS-12875,1,1,1.0,2,2,0,20,4,1,0,0,0,0,1,10,1,1,0
PDS-12876,3,1,1.0,5,2,2,2,1,0,0,0,0,0,0,1,1,0,0
PDS-12881,3,4,1.0,2,2,2,0,3,3,5,0,0,1,2,1,2,3,1
PDS-12890,1,1,1.0,2,2,2,4,4,2,0,0,0,0,0,2,1,0,0
PDS-12892,3,1,1.0,2,2,2,4,2,0,0,0,0,0,0,1,2,0,0
PDS-12904,3,1,1.0,2,2,0,2,2,0,0,0,0,0,1,1,2,1,0
PDS-12906,3,1,1.0,2,1,0,6,2,0,1,0,0,0,0,2,0,0,0
PDS-12911,1,1,1.0,2,2,2,2,2,1,0,0,0,0,0,1,1,0,0
PDS-12914,1,1,1.0,5,2,2,2,1,0,0,0,0,0,0,1,1,0,0
PDS-12925,3,1,1.0,2,2,2,8,4,1,0,0,0,0,0,2,1,0,0
PDS-12936,3,1,1.0,2,2,2,8,4,1,1,0,0,0,0,3,0,0,0
PDS-12942,3,1,1.0,2,2,2,2,1,0,0,0,0,0,0,2,1,0,0
PDS-12946,3,4,1.0,2,2,2,2,3,1,0,1,0,0,10,4,0,9,5
PDS-12947,3,1,1.0,2,2,2,2,1,1,0,0,0,1,0,1,0,0,0
PDS-12952,3,1,1.0,2,2,2,2,2,0,0,0,0,0,0,0,1,0,0
PDS-12967,1,1,1.0,5,2,2,6,2,0,0,0,0,0,0,1,0,0,0
PDS-12973,3,1,1.0,2,2,2,17,4,1,1,0,0,0,1,1,1,1,0
PDS-12976,1,1,1.0,2,2,2,0,1,1,0,0,0,0,0,1,1,0,0
PDS-12978,3,1,1.0,2,2,2,6,2,0,0,0,0,1,0,1,0,0,0
PDS-12983,3,1,1.0,2,2,2,8,4,0,0,0,0,0,1,1,1,0,0
PDS-12985,3,1,1.0,2,2,1,2,2,5,3,2,2,0,6,3,0,5,2
PDS-12988,1,3,1.0,2,2,0,10,6,2,0,0,0,1,0,1,0,0,0
PDS-12991,3,1,1.0,2,2,2,11,3,1,0,0,0,0,0,1,1,0,0
PDS-12992,3,1,1.0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,1
PDS-12997,3,1,1.0,2,2,2,2,3,0,0,0,0,1,0,3,2,0,0
PDS-12998,3,1,1.0,2,2,2,2,1,0,0,0,0,0,0,2,1,0,0
PDS-13000,3,1,0.9973787680209698,2,2,2,4,2,1,0,0,0,1,0,0,0,1,0
PDS-13007,3,6,1.0,2,1,1,16,9,6,5,2,1,0,7,5,1,2,7
PDS-13014,3,1,1.0,2,2,2,6,7,2,1,0,0,1,3,4,1,4,1
PDS-13026,3,1,1.0,2,2,1,4,4,4,2,0,0,0,0,1,0,0,0
PDS-13032,3,1,1.0,2,2,2,0,2,0,0,0,0,0,0,0,0,0,0
PDS-13033,3,1,1.0,2,2,2,4,6,0,0,0,0,0,2,2,1,0,0
PDS-13046,3,3,1.0,2,1,2,8,2,2,4,0,1,0,3,3,1,2,1
PDS-13047,1,1,1.0,5,2,2,4,1,0,0,0,0,0,0,0,1,0,0
PDS-13051,3,3,1.0,2,2,0,4,3,1,0,0,0,1,0,0,0,0,0
PDS-13052,1,1,1.0,2,2,0,10,7,1,1,0,0,0,0,0,0,0,0
PDS-13058,3,1,1.0,2,2,2,16,4,3,3,0,0,0,1,1,1,1,0
PDS-13066,3,3,1.0,2,2,1,8,6,2,3,0,0,1,2,1,1,2,0
PDS-13068,3,1,1.0,2,2,2,2,1,0,0,0,0,0,0,1,1,0,0
PDS-13071,3,1,1.0,2,2,2,10,5,2,1,0,0,0,0,1,2,2,0
PDS-13075,3,1,1.0,2,2,0,6,1,0,0,0,0,0,0,2,1,0,0
PDS-13077,3,1,1.0,2,1,1,12,3,0,0,0,0,0,0,0,0,0,0
PDS-13082,3,1,1.0,2,2,2,2,1,0,0,0,0,0,0,1,1,3,0
PDS-13088,3,1,1.0,2,2,2,2,4,0,0,0,0,0,0,1,2,0,0
PDS-13110,3,3,1.0,2,2,0,9,2,1,2,0,0,1,0,1,0,0,0
PDS-13117,1,1,1.0,2,2,2,6,4,1,0,0,0,0,0,1,0,0,0
PDS-13118,3,3,1.0,2,2,2,12,3,1,0,0,0,0,0,2,1,0,0
PDS-13122,3,1,1.0,2,2,2,2,3,0,0,0,0,1,0,2,0,0,0
PDS-13126,3,1,1.0,2,2,2,8,6,1,0,0,0,0,0,3,1,0,1
PDS-13128,2,1,1.0,2,1,2,18,4,2,2,0,0,1,0,2,0,0,0
PDS-13132,3,1,1.0,2,2,2,2,2,0,0,0,0,0,1,1,1,1,0
PDS-13141,2,1,1.0,5,1,2,0,2,1,1,0,0,0,0,0,0,0,0
PDS-13146,3,1,1.0,2,1,2,2,3,0,1,0,0,0,2,1,0,1,1
PDS-13147,3,1,1.0,2,2,0,2,1,0,0,0,0,1,0,1,1,0,0
PDS-13150,1,1,0.9979741706761205,2,2,2,6,7,1,0,0,0,1,0,2,1,0,0
PDS-13157,1,1,0.9991452991452991,2,2,2,4,4,0,0,0,0,0,0,1,1,0,0
PDS-13169,3,1,1.0,2,2,2,8,4,3,1,0,0,0,0,1,2,0,0
PDS-13172,3,1,0.9633113828786454,5,2,2,2,2,3,4,0,0,0,0,1,2,0,0
PDS-13179,3,4,1.0,2,2,0,6,4,2,1,1,0,0,3,1,0,2,3
PDS-13184,3,1,1.0,5,2,2,2,1,1,1,0,0,0,0,1,2,0,0
PDS-13185,3,4,1.0,2,2,2,4,1,0,2,0,0,0,7,1,1,7,1
PDS-13193,3,4,1.0,2,2,2,6,5,2,3,0,0,1,1,3,0,1,3
PDS-13194,3,1,1.0,2,2,2,8,5,1,0,0,0,0,0,1,1,0,0
PDS-13201,3,3,1.0,2,2,0,9,6,0,2,1,1,1,1,4,0,10,1
PDS-13217,3,1,1.0,2,2,2,4,2,0,0,0,0,0,0,1,1,0,0
PDS-13222,3,3,1.0,2,2,2,2,2,0,0,0,0,0,0,1,2,0,0
PDS-13224,3,1,1.0,2,2,2,2,2,0,0,0,0,1,0,1,1,0,0
PDS-13225,3,1,1.0,2,2,2,4,6,2,1,0,0,1,3,4,1,2,1
PDS-13227,3,4,1.0,2,1,0,6,8,3,3,3,2,3,2,2,0,5,15
PDS-13231,1,1,1.0,2,2,2,6,3,0,0,0,0,0,2,2,2,1,0
PDS-13233,3,1,1.0,2,2,0,0,1,0,0,0,0,0,0,0,1,0,0
PDS-13235,3,1,1.0,2,2,2,2,2,0,0,0,0,0,1,1,1,0,0
PDS-13238,3,1,0.9479512735326688,2,2,2,7,5,1,1,0,0,1,0,1,0,0,3
PDS-13240,3,1,1.0,2,2,2,16,11,5,4,0,0,1,0,1,1,0,0
PDS-13246,1,1,1.0,2,2,2,2,3,1,0,0,0,1,0,1,1,0,0
PDS-13259,1,1,1.0,2,2,2,0,4,1,0,0,0,1,0,0,0,0,0
PDS-13262,3,1,1.0,5,2,2,8,3,1,0,0,0,0,0,1,1,0,0
PDS-13270,3,1,1.0,2,2,2,2,3,2,4,0,0,0,0,2,1,0,0
PDS-13280,3,1,1.0,2,2,2,4,3,0,0,0,0,0,0,1,1,0,0
PDS-13282,3,4,1.0,2,2,2,6,5,1,5,1,0,0,2,6,0,6,2
PDS-13284,3,1,1.0,2,2,0,2,6,5,4,0,0,1,3,2,1,2,2
PDS-13285,3,1,1.0,3,1,2,2,2,1,0,0,0,0,1,2,0,1,0
PDS-13289,3,6,1.0,2,2,0,2,2,1,0,0,0,1,0,2,1,0,0
PDS-13297,3,1,1.0,2,2,2,50,7,4,3,1,2,1,2,2,0,8,3
PDS-13300,3,1,1.0,2,2,0,0,2,0,0,0,0,0,0,1,2,0,0
PDS-13319,3,3,1.0,2,2,2,2,2,0,0,0,0,0,1,1,1,1,0
PDS-13320,3,1,1.0,2,2,2,4,3,1,0,0,0,0,0,1,0,0,0
PDS-13324,3,4,1.0,2,2,0,4,3,1,3,0,0,1,7,1,2,2,6
PDS-13325,1,1,1.0,2,2,2,2,1,1,0,0,0,0,0,1,1,0,0
PDS-13332,1,1,1.0,2,2,0,0,2,1,0,0,0,0,0,1,1,0,0
PDS-13334,3,3,1.0,2,2,2,4,3,0,0,0,0,0,0,1,1,1,0
PDS-13342,1,1,1.0,5,2,0,2,3,1,1,0,0,0,0,1,1,0,0
PDS-13351,3,1,1.0,2,2,2,2,8,1,0,0,0,0,1,2,1,1,0
PDS-13365,3,6,1.0,2,2,0,0,1,1,0,0,0,0,0,2,1,0,0
PDS-13369,1,1,1.0,5,2,2,4,1,0,0,0,0,0,0,0,1,0,0
PDS-13380,3,1,1.0,5,2,2,4,3,0,0,0,0,0,1,2,1,0,1
PDS-13381,3,3,1.0,2,2,1,18,8,0,0,0,0,1,1,5,0,0,0
PDS-13384,1,1,1.0,5,2,2,10,4,1,1,0,0,1,0,1,1,0,0
PDS-13387,3,1,1.0,2,2,0,2,2,0,0,0,0,0,0,1,1,0,0
PDS-13393,3,1,1.0,2,2,0,6,4,1,0,0,0,1,0,3,0,0,0
PDS-13396,3,1,1.0,2,2,2,0,3,1,1,0,0,2,1,2,0,2,0
PDS-13400,3,1,1.0,2,2,2,2,2,0,0,0,0,0,0,1,1,0,0
PDS-13402,3,4,1.0,2,2,2,4,3,1,1,0,0,1,1,3,0,1,1
PDS-13404,3,1,1.0,2,2,1,8,2,2,1,0,0,0,0,1,1,0,0
PDS-13405,3,1,1.0,5,2,0,2,7,2,1,0,0,0,0,1,2,0,0
PDS-13408,3,1,1.0,2,2,2,16,7,2,0,0,0,0,1,1,1,1,0
PDS-13410,3,1,1.0,2,1,2,2,3,0,0,0,0,1,0,0,0,0,0
PDS-13412,3,1,1.0,5,2,2,8,2,0,0,0,0,1,0,4,0,0,1
PDS-13415,3,1,1.0,2,1,2,22,9,2,0,0,0,1,1,3,1,1,1
PDS-13418,3,3,1.0,2,2,2,10,4,1,1,0,0,0,2,3,2,3,1
PDS-13423,1,1,0.9794766546947152,2,2,2,2,2,1,0,0,0,0,0,1,2,0,0
PDS-13429,3,1,1.0,3,2,2,2,2,2,0,0,0,0,2,2,1,0,2
PDS-13430,3,1,1.0,2,2,2,0,2,0,0,0,0,0,0,0,1,0,0
